250,Costa Mesa, California,113825,109960,0.0351,15.7 sq mi,40.7 km2,"7,186/sq mi","2,775/km2"
251,Miami Gardens, Florida,113750,107167,0.0614,18.2 sq mi,47.1 km2,"6,212/sq mi","2,398/km2"
252,Cambridge, Massachusetts,113630,105162,0.0805,6.4 sq mi,16.6 km2,"17,289/sq mi","6,675/km2"
253,College Station, Texas,113564,93857,0.21,51.0 sq mi,132.1 km2,"2,199/sq mi",849/km2
254,Murrieta, California,113326,103466,0.0953,33.6 sq mi,87.0 km2,"3,324/sq mi","1,283/km2"
255,Downey, California,113092,111772,0.0118,12.4 sq mi,32.1 km2,"9,134/sq mi","3,527/km2"
256,Peoria, Illinois,112883,115007,?1.85%,48.2 sq mi,124.8 km2,"2,371/sq mi",915/km2
257,Westminster, Colorado,112812,106114,0.0631,31.7 sq mi,82.1 km2,"3,592/sq mi","1,387/km2"
258,Elgin, Illinois,112456,108188,0.0394,37.4 sq mi,96.9 km2,"2,998/sq mi","1,158/km2"
259,Antioch, California,111674,102372,0.0909,29.4 sq mi,76.1 km2,"3,772/sq mi","1,456/km2"
260,Palm Bay, Florida,111657,103190,0.0821,65.7 sq mi,170.2 km2,"1,676/sq mi",647/km2
261,High Point, North Carolina,111513,104371,0.0684,55.2 sq mi,143.0 km2,"2,015/sq mi",778/km2
262,Lowell, Massachusetts,111346,106519,0.0453,13.6 sq mi,35.2 km2,"8,129/sq mi","3,139/km2"
263,Manchester, New Hampshire,111196,109565,0.0149,33.1 sq mi,85.7 km2,"3,339/sq mi","1,289/km2"
264,Pueblo, Colorado,111127,106595,0.0425,53.6 sq mi,138.8 km2,"2,058/sq mi",795/km2
265,Gresham, Oregon,111053,105594,0.0517,23.3 sq mi,60.3 km2,"4,786/sq mi","1,848/km2"
266,North Charleston, South Carolina,110861,97471,0.1374,73.7 sq mi,190.9 km2,"1,483/sq mi",573/km2
267,Ventura, California,110790,106433,0.0409,21.8 sq mi,56.5 km2,"5,027/sq mi","1,941/km2"
268,Inglewood, California,110598,109673,0.0084,9.1 sq mi,23.6 km2,"12,160/sq mi","4,700/km2"
269,Pompano Beach, Florida,110473,99845,0.1064,24.0 sq mi,62.2 km2,"4,558/sq mi","1,760/km2"
270,Centennial, Colorado,110250,100377,0.0984,29.5 sq mi,76.4 km2,"3,727/sq mi","1,439/km2"
271,West Palm Beach, Florida,110222,99919,0.1031,55.1 sq mi,142.7 km2,"1,963/sq mi",758/km2
272,Everett, Washington,110079,103019,0.0685,33.3 sq mi,86.2 km2,"3,275/sq mi","1,264/km2"
273,Richmond, California,110040,103701,0.0611,30.1 sq mi,78.0 km2,"3,648/sq mi","1,409/km2"
274,Clovis, California,109691,95631,0.147,24.2 sq mi,62.7 km2,"4,404/sq mi","1,700/km2"
275,Billings, Montana,109642,104170,0.0525,43.7 sq mi,113.2 km2,"2,525/sq mi",975/km2
276,Waterbury, Connecticut,108629,110366,?1.57%,28.5 sq mi,73.8 km2,"3,799/sq mi","1,467/km2"
277,Broken Arrow, Oklahoma,108303,98850,0.0956,61.7 sq mi,159.8 km2,"1,741/sq mi",672/km2
278,Lakeland, Florida,108054,97422,0.1091,65.9 sq mi,170.7 km2,"1,615/sq mi",624/km2
279,West Covina, California,107598,106098,0.0141,16.0 sq mi,41.4 km2,"6,740/sq mi","2,600/km2"
280,Boulder, Colorado,107125,97385,0.1,24.8 sq mi,64.2 km2,"4,358/sq mi","1,683/km2"
281,Daly City, California,107074,101123,0.0588,7.6 sq mi,19.7 km2,"14,009/sq mi","5,409/km2"
282,Santa Maria, California,107014,99553,0.0749,22.8 sq mi,59.1 km2,"4,662/sq mi","1,800/km2"
283,Hillsboro, Oregon,106894,91611,0.1668,25.0 sq mi,64.7 km2,"4,207/sq mi","1,624/km2"
284,Sandy Springs, Georgia,106739,93853,0.1373,37.7 sq mi,97.6 km2,"2,804/sq mi","1,083/km2"
285,Norwalk, California,106084,105549,0.0051,9.7 sq mi,25.1 km2,"10,946/sq mi","4,226/km2"
286,Jurupa Valley, California,106028,0,NA[31],42.9 sq mi,111.1 km2,"2,414/sq mi",932/km2
287,Lewisville, Texas,106021,95290,0.1126,36.7 sq mi,95.1 km2,"2,852/sq mi","1,101/km2"
288,Greeley, Colorado,105448,92889,0.1352,47.8 sq mi,123.8 km2,"2,176/sq mi",840/km2
289,Davie, Florida,105149,91992,0.143,34.9 sq mi,90.4 km2,"2,919/sq mi","1,127/km2"
290,Green Bay, Wisconsin,105116,104057,0.0102,45.4 sq mi,117.6 km2,"2,316/sq mi",894/km2
291,Tyler, Texas,104991,96900,0.0835,56.6 sq mi,146.6 km2,"1,852/sq mi",715/km2
292,League City, Texas,104903,83560,0.2554,51.2 sq mi,132.6 km2,"1,992/sq mi",769/km2
293,Burbank, California,104834,103340,0.0145,17.4 sq mi,45.1 km2,"6,003/sq mi","2,318/km2"
294,San Mateo, California,104748,97207,0.0776,12.1 sq mi,31.3 km2,"8,592/sq mi","3,317/km2"
295,Wichita Falls, Texas,104747,104553,0.0019,72.2 sq mi,187.0 km2,"1,450/sq mi",560/km2
296,El Cajon, California,103894,99478,0.0444,14.5 sq mi,37.6 km2,"7,156/sq mi","2,763/km2"
297,Rialto, California,103562,99171,0.0443,22.3 sq mi,57.8 km2,"4,633/sq mi","1,789/km2"
298,Lakewood , New Jersey,102682,92843,0.106,24.7 sq mi,64.0 km2,"4,079/sq mi","1,575/km2"
299,Edison , New Jersey,102450,99967,0.0248,30.1 sq mi,78.0 km2,"3,389/sq mi","1,309/km2"
300,Davenport, Iowa,102320,99685,0.0264,62.9 sq mi,162.9 km2,"1,631/sq mi",630/km2
301,South Bend, Indiana,102245,101168,0.0106,41.4 sq mi,107.2 km2,"2,457/sq mi",949/km2
302,Woodbridge, New Jersey,101965,99585,0.0239,23.3 sq mi,60.3 km2,"4,351/sq mi","1,680/km2"
303,Las Cruces, New Mexico,101712,97618,0.0419,76.9 sq mi,199.2 km2,"1,323/sq mi",511/km2
304,Vista, California,101568,93834,0.0824,18.7 sq mi,48.4 km2,"5,436/sq mi","2,099/km2"
305,Renton, Washington,101379,90927,0.1149,23.4 sq mi,60.6 km2,"4,314/sq mi","1,666/km2"
306,Sparks, Nevada,100888,90264,0.1177,35.9 sq mi,93.0 km2,"2,810/sq mi","1,080/km2"
307,Clinton, Michigan,100712,96796,0.0405,28.1 sq mi,72.8 km2,"3,573/sq mi","1,380/km2"
308,Allen, Texas,100685,84246,0.1951,27.1 sq mi,70.2 km2,"3,715/sq mi","1,434/km2"
309,Tuscaloosa, Alabama,100287,90468,0.1085,71.7 sq mi,185.7 km2,"1,399/sq mi",540/km2
310,San Angelo, Texas,100119,93200,0.0742,59.9 sq mi,155.1 km2,"1,681/sq mi",649/km2
311,Vacaville, California,100032,92428,0.0823,29.0 sq mi,75.1 km2,"3,449/sq mi","1,332/km2"
